career_objective,skills,educational_institution_name,degree_names,passing_years,major_field_of_studies,professional_company_names,start_dates,end_dates,related_skils_in_job,positions,responsibilities,﻿job_position_name,has_job_data,has_cv_data,data_type,cv_id
,"['Machine Learning', 'Natural Language Processing', 'Deep Learning', 'Sentiment Analysis', 'Python', 'NLTK', 'BeRT', 'GPT', 'XLNet', 'Text Analysis', 'Text Extraction', 'OCR']","['Rajiv Gandhi Memorial University, Delhi']",['B.TECH'],['2020'],['Electrical'],['Zynta Labs'],['Apr 2019'],['Nov 2019'],"[['NLP', 'Machine Learning', 'Text Analysis']]",['NLP Developer Intern'],"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",Mechanical Engineer,True,True,mixed,266
My main objective in seeking employment with Triumph Actuation Systems Inc. is to work in a professional atmosphere where I can utilize my skills and continue to gain experience in the aerospace industry to advance in my career.,"['DasyLab', 'Labview', 'Mechanical', 'Electrical', 'Lean/5S', 'Hydraulic Testing', 'Test Stand Fabrication']","['Forsyth Technical Community College', 'Community College of the Air Force']","['Associates', 'Associates']","['2011', '2007']","['Applied Science Electronics Engineering', 'Applied Science, Munitions Systems Technology']","['Company Name', 'Company Name', 'Company Name', 'Company Name']","['Oct 2016', 'Apr 2012', 'Mar 2007', 'Mar 2003']","['Current', 'Oct 2016', 'Mar 2012', 'Mar 2007']","[['Mechanical', 'Hydraulic Testing'], ['Labview', 'Electrical', 'Mechanical', 'Hydraulic Testing'], ['Mechanical', 'Hydraulic Testing'], ['Mechanical', 'Electrical']]","['Engineering Lab Technician', 'Engineering Lab Technician, Sr. Specialist', 'Assembly/ Test Technician', 'Munitions Systems Journeyman']","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",AI Engineer,True,True,mixed,267
,"['Data Science', 'Machine Learning', 'Business Analysis', 'Business Analytics', 'Data Analysis', 'Data Analytics']","['RCC IT, Kolkata', 'Praxis School of Business, Kolkata']","['B.Tech', 'MBa']","['2018', '2020']","['Computer Science', 'N/A']",['IRRM International'],['Feb 2020'],['Oct 2020'],"[['Data Analysis', 'Business Analysis']]",['Junior Analyst Expert'],"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",AI Engineer,True,True,mixed,268
To obtain a position in my field of Electronics with a company that offers opportunities for advancement based on strong technical skills and work performance.,"['Construct, test and troubleshoot AC/DC circuits', 'Determine voltage, current, resistance and power by calculations and measurements', 'Identify electronic components and schematic symbols', 'Utilize oscilloscopes to measure AC frequency', 'Very proficient in soldering', 'Troubleshoot and identify faulty capacitors, inductors and transformers', 'Skilled in the use of hand tools for repairing and installing electronics', 'Create circuits with Multisim CAD software', 'Assemble/disassemble PCs and electronics to the component level', 'Familiar in C+, C++, Java script, SQL, Visual Studio, Microsoft Team Foundation, Microsoft Test Manager, Tera Term, GShell, Linux, OSi', 'Studied and understand Programmable Logic controllers', 'Digital communications with fiber optics', 'Understand different types of transmission lines: twisted pair, UTP, shielded pair and coaxial', 'Proficient with Microsoft Word, Excel, PowerPoint, Access, Outlook', 'Strong oral and written communication skills', 'Adapt to new technology at an accelerated rate']","['ITT Technical Institute', 'N/A']","['Associate of Science Degree', 'Bachelor of Science Degree']","['2013', 'September, 2013']","['Computer and Electronics Engineering Technology', 'Electronics and Communication Engineering Technology']","['Company Name', 'Company Name', 'Company Name']","['Jan 2014', 'Jan 2012', 'Jan 2010']","['Jan 2016', 'Jan 2014', 'Jan 2012']","[['software tests', 'physical checks', 'Beverage QA tests', 'test cases', 'regression testing', 'functional testing', 'smoke testing', 'oscilloscope', 'refractometers', 'software installation', 'plumbing', 'software development', 'Microsoft test manager', 'Microsoft Team Foundation Server', 'Tera Term', 'Linux', 'GShell'], ['automotive', 'environmental tests', 'infotainment devices', 'wire harnesses', 'thermotron chambers', 'continuity tests', 'vibration tests', 'DVD', 'CD', 'GPS', 'USB', 'IPOD'], ['electromechanical assembly', 'PC Boards', 'hands tools', 'troubleshooting', 'plumbing', 'servo valves', 'mercury porosimeter', 'chemisorption', 'physisorption']]","['Engineering Lab Technician', 'Engineering Validation Test Technician', 'Electromechanical Technician']","Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication",Business Development Executive,True,True,mixed,269
,"['Python', 'Data Analytics', 'Predictive Analytics', 'Machine Learning', 'Artificial Intelligence', 'Natural Language Processing', 'Deep Learning', 'Data Analysis', 'Business Analytics', 'Portfolio Analysis', 'Credit Risk Modeling', 'Fraud Detection', 'R Programming', 'SQL', 'Linux', 'PySpark']","['Amity University, Noida']",['B.Tech'],['2021'],['Computers'],"['KPG Solutions Pvt Ltd', 'ICT Academy']","['Jan 2020', 'Jun 2019']","['March 2021', 'Sep 2019']","[['Deep Learning', 'Machine Learning', 'Data Science'], ['Cloud Administration', 'Amazon Web Services']]","['Deep Learning Engineer Intern', 'Summer Trainee - Cloud Administration']","Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",HR Officer,True,True,mixed,270
,"['analyst', 'AutoCAD', 'budget', 'business development', 'develop business', 'configuration management', 'consultation', 'contracts', 'client', 'clients', 'customer satisfaction', 'delivery', 'Direct sales', 'engineer', 'environmental health and safety', 'information security', 'instructor', 'insurance', 'logistics', 'marketing materials', 'materials', 'Material science', 'Microsoft Windows', 'Radar', 'network installation', 'networks', 'processes', 'project management', 'quality', 'quality management', 'sales', 'Six Sigma', 'strategy']","['Argosy University', 'Embry Riddle University', 'Southern University']","['Doctor of Business Administration Management (D.B.A', 'Master of Business Administration (M.B.A', 'B. S. Computer Science']","[None, None, '1984']","[None, None, 'Computer Science']","['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","['01/2014', '01/2012', '01/2007', '01/1997', '01/1990']","['Current', '01/2014', '01/2011', '01/2007', '01/1996']","[['business relations', 'sales', 'project management'], ['project management', 'customer satisfaction', 'network installation'], ['Six Sigma', 'process improvements', 'quality management'], ['Material science', 'information security', 'process improvements'], ['computer consultancy', 'network installation', 'logistics']]","['Sr. Business Development Director', 'IT Program Manager', 'Quality Engineering Analyst', 'Quality Engineering Analyst', 'Distributed Computer Systems Analyst / Network Administrator']","Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration",Project Coordinator (Civil),True,True,mixed,271
,"['TIRKS', 'Switch', 'LFACs', 'Microstation', 'ICGS / IDDS', 'Word', 'Excel', 'RequestNet', 'AARDWOLF', 'ADTRAN', 'Microsoft Outlook', 'CCP', 'WSAM Image', 'Lotus Sametime', 'Fiber Brains', 'Ringbuilder', 'Plat Indexes', 'VENUe', 'WSAM-DC Fiber', 'Traffic Control and State Highway database', 'ASSIST', 'Workforce Management systems', 'office switchphone', 'office party and event planning', 'decorating']","['Keystone Job Corps', 'Chopticon High', 'West Virginia Institute of Technology']","['Food Handler Certificate', 'High School Diploma', 'N/A']","['1981', '1980', '1983']","['Food Services', 'N/A', 'Health Education & Language Arts']","['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","['08/2006', '09/2000', '10/1995', '08/1992', '11/1989']","['12/2014', '08/2006', '09/2000', '10/1995', '08/1992']","[[], [], [], [], []]","['Engineering Assistant', 'Facilities Administrator', 'Special Clerk', 'Maintenance Administrator', 'General Clerk']","Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",Intern (Generative AI Engineering - 2D/3D Image Generation),True,True,mixed,272
Want to work as a Machine Learning Production Engineer.,"['Machine Learning Engineer', 'Data Analyst', 'Natural Language Processing', 'Deep Learning', 'Reinforcement Learning', 'Tensorflow', 'Keras', 'Scikit Learn', 'Numpy', 'Pandas', 'Matplotlib', 'Python']","['AMIT, Bijnor', 'KVIT, Pilani']","['B.Tech', 'M.Tech']","['2017', 'N/A']","['Electronics/Telecommunication', 'Advanced Analytics']",['Larsen & Toubro'],['Jul 2019'],['N/A'],[None],['Analyst Intern'],"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration",Project Coordinator (Civil),True,True,mixed,273
"Dedicated and focused professional who excels at prioritizing, completing multiple tasks simultaneously and following through to achieve project goals. Seeking a role of increased responsibility and authority.","['Project coordination', 'Forward-thinking mindset', 'Microsoft Office proficiency', 'Business writing', 'Results-oriented', 'Self-directed', 'Strong interpersonal skills', 'Organized and detail-oriented', 'Accounting', 'Accounting Systems', 'AIA', 'AS400', 'Billings', 'Bluebeam', 'Bonds', 'Budgets', 'Business Management', 'Clerical', 'Construction Management', 'Contracts', 'Special Events', 'Filing', 'Imaging', 'Insurance', 'JD Edwards', 'Microsoft', 'Office', 'Negotiations', 'Payroll', 'Coding', 'Project Management', 'Property Management', 'Proposals', 'RFI', 'SAP', 'Scheduling', 'Taxes', 'Trade Shows']","['USM', 'NVCC']","['N/A', 'N/A']","['N/A', 'N/A']","['Graphic Design, Real Estate', 'Architectural Drafting']","['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","['February 2003', 'April 1996', 'May 1994', 'September 1992', 'September 1989', 'January 1985', 'January 1983']","['Current', 'February 1999', 'January 1996', 'April 1994', 'July 1992', 'September 1989', 'January 1985']","[['Construction Management', 'AIA', 'SAP', 'JD Edwards', 'Microsoft', 'Imaging', 'Bluebeam'], ['Coordination', 'Database Management', 'Presentation'], ['Licensing', 'Insurance Management', 'Vendor Management'], ['Property Management', 'Budgeting', 'Marketing'], ['Construction Coordination', 'Design Phase Planning'], ['Manual Design', 'Project Coordination'], ['Clerical Support', 'Research', 'Document Management']]","['Project Accountant', 'Assistant to Vice President', 'Owner', 'Assistant Project Manager', 'Project Manager', 'Project Coordinator', 'Executive Assistant']","Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",Senior Software Engineer,True,True,mixed,274
Software Engineer with a track record of Implementing and completing projects on time and in alignment with client expectations. Enthusiast about Data Science and keen to learn and explore.,"['Software Development', 'Application Programming', 'System Analysis', 'Technical Architecture', 'Requirement Gathering', 'Client Management', 'Server Management', 'Data Science', 'Machine Learning', 'Python', 'AWS', 'MySQL', 'NoSQL', 'NLP']",['University of Pune'],['Bachelor of Engineering'],['2019'],['Computer Engineering'],['Empowered Technologies'],['Dec 2019'],['Present'],"[['Software Development', 'Application Programming']]",['SDE'],"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",Management Trainee - Mechanical,True,True,mixed,275
"Software developer with a niche towards end to end machine learning projects. Motivated towards learning, solving and producing better results.","['Data Manipulation', 'Data Mining', 'Python', 'SQL', 'R Programming', 'PowerBI', 'Tableau', 'Machine Learning', 'PySpark', 'Azure Databricks', 'AWS']","['Baburao Patil College and University, Aurangabad']",['B.Tech'],['2019'],['Instrumentation'],"['KLN Solutions', 'JB Management']","['July 2019', 'January 2019']","['TILL DATE', 'June 2019']","[['Data Manipulation', 'Azure Databricks'], ['Python']]","['Junior Data Evangelist', 'Software Developer Intern']","Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",Executive - VAT,True,True,mixed,276
Innovative and enthusiastic computer science educator with a passion for critical thinking/problem-solving and sharing a love for technology and science. Looking for a career role at the Green Meadow Waldorf School that will make a difference for students in the STEM areas and instill in them the confidence and abilities to succeed and thrive.,"['JavaScript (Angular)', 'HTML/CSS', 'Python (Django)', 'SQL (MySQL, PostgreSQL)', 'Git', 'Ruby on Rails']",['New York University'],['Bachelor of Science'],['2021'],['Computer Science'],['Pearson'],['2020'],['current'],[None],['Computer Science Tutor'],"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",Executive/ Sr. Executive -IT,True,True,mixed,277
